Grand Illusion,Jean Renoir,1937,France
Mishima: A Life in Four Chapters,Paul Scharder,1985,United States
Patriotism,Yukio Mishima,1966,Japan
Classe Tous Risques,Claude Sautet,1960,France
The Furies,Anthony Mann,1950,United States
Before the Rain,Milcho Manchevski,1994,Macedonia
Vampyr,Carl Th. Dreyer,1932,Denmark
Mon Oncle Antoine,Claude Jutra,1971,Canada
Trafic,Jacques Tati,1971,France
Brand Upon the Brain!,Guy Maddin,2006,United States
The Small Back Room,Michael Powell,1949,United Kingdom
Twenty-Four Eyes,Keisuke Kinoshita,1954,Japan
La Ronde,Max Ophuls,1950,France
Le Plaisir,Max Ophuls,1952,France
The Earrings of Madame De…,Max Ophuls,1953,France
An Autumn Afternoon,Yasujiro Ozu,1962,Japan
Le Doulos,Jean-Pierre Melville,1962,France
Le deuxième souffle,Jean-Pierre Melville,1966,France
Missing,Costa-Gavras,1982,United States
Bottle Rocket,Wes Anderson,1996,United States
Fanfan La Tulipe,Christian-Jaque,1965,France
The Spy Who Came In From the Cold,Martin Ritt,1994,United States
Chungking Express,Wong Kar-Wai,1991,Hong Kong
Europa,Lars von Trier,1982,Denmark
White Dog,Samuel Fuller,1966,United States
The Taking of Power by Louis XIV,Roberto Rossellini,1954,Italy
Magnificent Obsession,Douglas Sirk,1983,United States
El Norte,Gregory Nava,1983,United States
The Exterminating Angel,Luis Buñuel,1962,Mexico
Simon of the Desert,Luis Buñuel,1965,Mexico
Hobson's Choice,David Lean,1954,United Kingdom
The Last Metro,François Truffaut,1980,France
Il Generale Della Rovere,Roberto Rossellini,1959,Italy
Danton,Andrzej Wajda,1983,France
Dodes'Ka-Den,Akira Kurosawa,1970,Japan
In the Realm of the Senses,Nagisa Oshima,1976,Japan
Empire of Passion,Nagisa Oshima,1978,Japan
Science Is Fiction: 23 Films by Jean Painlevé,Jean Painlevé,,France
The Hit,Stephen Frears,1984,United Kingdom
Wise Blood,John Huston,1979,United States
"Pigs, Pimps & Prostitutes: 3 Films by Shohei Imamura",Shohei Imamura,,Japan
Pigs and Battleships,Shohei Imamura,1962,Japan
The Insect Woman,Shohei Imamura,1963,Japan
Intentions of Murder,Shohei Imamura,1964,Japan
The Friends of Eddie Coyle,Peter Yates,1973,United States
The Curious Case of Benajamin Button,David Fincher,2008,United States
Bergman Island,Marie Nyreröd,2006,Sweden
Last Year At Marienbad,Alain Resnais,1961,France
My Dinner with André,Louis Malle,1981,United States
The Human Condition,Masaki Kobayashi,1959,Japan
Made in U.S.A.,Jean-Luc Godard,1966,France
2 or 3 Things I Know About Her,Jean-Luc Godard,1967,France
Repulsion,Roman Polanski,1965,United Kingdom
"Jeanne Dielman, 23, Quai Du Commerce, 1080 Bruxelles",Chantal Akerman,1975,Belgium
The Last Days of Disco,Whit Stillman,1998,United States
Homicide,David Mamet,1991,United States
That Hamilton Woman,Alexander Korda,1941,United Kingdom
Howards End,James Ivory,1992,United Kingdom
Monsoon Wedding,Mira Nair,2001,India
Wings of Desire,Wim Wenders,1987,Germany
Z,Costa-Gavras,1969,France
A Christmas Tale,Arnaud Desplechin,2008,France
Gomorrah,Matteo Garrone,2008,Italy
Downhill Racer,Michael Ritchie,1969,United States
The Golden Age of Television,,,United States
Che,Steven Soderbergh,2008,United States
Rome Open City,Roberto Rossellini,1945,Italy
Paisan,Roberto Rossellini,1946,Italy
Germany Year Zero,Roberto Rossellini,1948,Germany
Roberto Rossellini's War Trilogy,Roberto Rossellini,,
"Paris, Texas",Wim Wenders,1984,Germany
Revanche,Götz Spielmann,2008,Germany
Lola Montès,Max Ophuls,1955,Germany
Hunger,Steve McQueen,2008,United States
Make Way for Tomorrow,Leo Mccarey,1937,United Kingdom
Dillinger is Dead,Marco Ferreri,1969,Italy
Bigger Than Life,Nicholas Ray,1956,United States
Letters from Fontainhas: Three Films by Pedro Costa,Pedro Costa,,Portugal
Ossos,Pedro Costa,1997,Portugal
In Vanda's room,Pedro Costa,2000,Portugal
Colossal Youth,Pedro Costa,2006,Portugal
Vivre Sa Vie,Jean-Luc Godard,1962,France
Summer Hours,Olivier Assayas,2008,France
Ride with the Devil,Ang Lee,1999,United States
The Fugitive Kind,Sidney Lumet,1959,United States
Stagecoach,John Ford,1939,United States
By Brakhage: An Anthology Volume Two,Stan Brakhage,,United States
By Brakhage: An Anthology Volumes One and Two,Stan Brakhage,,United States
Close-Up,Abbas Kiarostami,1990,Iran
Everlasting Moments,Jan Troell,2008,Sweden
Mystery Train,Jim Jarmusch,1989,United States
Red Desert,Michelangelo Antonioni,1964,Italy
Night Train to Munich,Carol Reed,1940,United Kingdom
The Only Son/There Was a Father,Yasujiro Ozu,,Japan
The Only Son,Yasujiro Ozu,1936,Japan
There Was a Father,Yasujiro Ozu,1942,Japan
The Secret of the Grain,Abdellatif Kechiche,2005,France
3 Silent Classics by Josef Von Sternberg,Josef Von Sternberg,,United States
Underworld,Josef Von Sternberg,1927,United States
The Last Command,Josef Von Sternberg,1928,United States
The Docks of New York,Josef Von Sternberg,1928,United States
Louie Bluie,Terry Zwigoff,1985,United States
Crumb,Terry Zwigoff,1995,United States
L'Enfance Nue,Maurice Pialat,1968,France
Merry Christmas Mr. Lawrence,Nagisa Oshima,1983,Japan
The Thin Red Line,Terrence Malick,1998,United States
The Magician,Ingmar Bergman,1958,Sweden
Paths of Glory,Stanley Kubrick,1957,United States
House,Nobuhiko Obayashi,1977,Japan
The Darjeeling Limited,Wes Anderson,2007,United States
The Night of the Hunter,Charles Laughton,1955,United States
Antichrist,Lars von Trier,2009,Denmark
Modern Times,Charles Chaplin,1936,United States
America Lost and Found: The BBS Story,,,United States
Head,Bob Rafelson,1968,United States
Easy Rider,Dennis Hopper,1969,United States
Five Easy Pieces,Bob Rafelson,1970,United States
"Drive, He Said",Jack Nicholson,1971,United States
A Safe Place,Henry Jaglom,1971,United States
The Last Picture Show,Peter Bogdanovich,1971,United States
The King of Marvin Gardens,Bob Rafelson,1972,United States
Cronos,Guillermo Del Toro,1993,Mexico
Broadcast News,James L. Brooks,1987,United States
Fish Tank,Andrea Arnold,2009,United Kingdom
Still Walking,Hirokazu Kore-eda,2008,Japan
Sweet Smell of Success,Alexander Mackendrick,1957,United States
Senso,Luchino Visconti,1954,Italy
The Times of Harvey Milk,Robert Epstein,1984,United States
Topsy-Turvy,Mike Leigh,1999,United States
The Mikado,Victor Schertzinger,1939,United States
White Material,Claire Denis,2009,France
Kes,Ken Loach,1970,United Kingdom
Blow Out,Brian De Palma,1981,United States
Something Wild,Jonathan Demme,1986,United States
Pale Flower,Masahiro Shinoda,1964,Japan
The Great Dictator,Charles Chaplin,1940,United States
Insignifcance,Nicolas Roeg,1955,United Kingdom
The Makioka Sisters,Kon Ichikawa,1983,Japan
Kiss Me Deadly,Robert Aldrich,1955,United States
People On Sunday,Robert Siodmak and Edgar G. Ulmer,1930,Germany
Zazie Dans Le Metro,Louis Malle,1960,France
Black Moon,Louis Malle,1975,France
"Leon Morin, Priest",Jean-Pierre Melville,1961,France
The Music Room,Satyajit Ray,1958,India
Life During Wartime,Todd Solondz,2010,United States
The Killing,Stanley Kubrick,1956,United States
Secret Sunshine,Lee Chang-dong,2007,Korea
Cul-De-Sac,Roman Polanski,1966,United Kingdom
The Complete Jean Vigo,Jean Vigo,,France
The Phantom Carriage,Victor Sjostrom,1920,Sweden
Le Beau Serge,Claude Chabrol,1958,France
Les Cousins,Claude Chabrol,1959,France
Carlos,Olivier Assayas,2010,France
The Four Feathers,Zoltan Korda,1939,United Kingdom
Kuroneko,Kaneto Shindo,1968,Japan
Identification of a Woman,Michelangelo Antonioni,1982,Italy
Island of Lost Souls,Erie C. Kenton,1932,United States
Three Colors Trilogy,Krzysztof Kieślowski,,France
Three Colors: Blue,Krzysztof Kieślowski,1993,France
Three Colors: White,Krzysztof Kieślowski,1993,France
Three Colors: Red,Krzysztof Kieślowski,1994,France
12 Angry Men,Sidney Lumet,1957,United States
Design for Living,Ernst Lubitsch,1933,United States
Belle de Jour,Luis Buñuel,1967,France
Godzilla,Ishiro Honda,1954,Japan
The Moment of Truth,Francesco Rosi,1964,Italy
Three Outlaw Samurai,Hideo Gosha,1964,Japan
Tiny Furniture,Lena Dunham,2010,United States
World on a Wire,Rainer Werner Fassbinder,1973,Germany
Vanya on 42nd Street,Louis Malle,1994,United States
Anatomy of a Murder,Otto Preminger,1959,United States
Letter Never Sent,Mikhail Kalatozov,1959,United States
The War Room,Chris Hegedus/D.A. Pennebaker,1993,United States
David Lean Directs Noel Coward,David Lean,,United Kingdom
In Which We Serve,David Lean,1942,United Kingdom
This Happy Breed,David Lean,1944,United Kingdom
Blithe Spirit,David Lean,1945,United Kingdom
A Hollis Frampton Odyessey,Hollis Frampton,,United States
Harold and Maude,Hal Ashby,1971,United States
¡Alambrista!,Robert M. Young,1977,United States
The Organizer,Mario Monicelli,1963,Italy
Being John Malkovich,Spike Jonze,1999,United States
Certified Copy,Abbas Kiarostami,2010,Italy
Summer Interlude,Ingmar Bergman,1951,Sweden
Summer with Monika,Ingmar Bergman,1953,Sweden
The Gold Rush,Charles Chaplin,,United States
Shallow Grave,Danny Boyle,1994,United Kingdom
And Everything is Going Fine,Steven Soderbergh,2010,United States
Gray's Anatomy,Steven Soderbergh,1997,United States
Le Havre,Aki Kaurismäki,2011,Finland
La Promesse,Luc Dardenne and Jean-Pierre Dardenne,1996,Belgium
Rosetta,Luc Dardenne and Jean-Pierre Dardenne,1999,Belgium
Weekend,Andrew Haigh,2011,United Kingdom
Lonesome,Paul Pejos,1928,United States
Quadrophenia,Franc Roddam,1979,United Kingdom
Eating Raoul,Paul Bartel,1982,United States
Les Visiteurs Du Soir,Marcel Carné,1942,France
The Game,David Fincher,1997,United States
The Forgiveness of Blood,Joshua Marson,2011,United States
Sunday Bloody Sunday,John Schlesinger,1971,United Kingdom
Rosemary's Baby,Roman Polanski,1968,United States
Trilogy of Life,Pier Paolo Pasolini,,Italy
The Decameron,Pier Paolo Pasolini,1971,Italy
The Canterbury Tales,Pier Paolo Pasolini,1972,Italy
Arabian Nights,Pier Paolo Pasolini,1974,Italy
Weekend,Jean-Luc Godard,1967,France
Heaven's Gate,Michael Cimino,1980,United States
Purple Noon,René Clément,1960,France
Following,Christopher Nolan,1999,United Kingdom
The Quatsi Trilogy,Godfrey Reggio,,United States
Koyaanisqatsi,Godfrey Reggio,1983,United States
Powaqqatsi,Godfrey Reggio,1988,United States
Naqoyquatsi,Godfrey Reggio,2002,United States
The Man Who Knew Too Much,Alfred Hitchcock,1934,United States
Pina,Wim Wenders,2011,Germany
The Ballad of Narayama,Keisuke Kinoshita,1958,Japan
The Kid with a Bike,Luc Dardenne and Jean-Pierre Dardenne,2011,Belgium
On the Waterfront,Elia Kazan,1954,United States
Chronicle of a Summer,"Jean Rouch, Edgar Morin",1961,France
Ministry of Fear,Fritz Lang,1944,United States
A Man Escaped,Robert Bresson,1956,France
Badlands,Terrence Malick,1973,United States
Monsieur Verdoux,Charles Chaplin,1947,United States
Gate of Hell,Teinosuke Kinugasa,1953,Japan
Repo Man,Alex Cox,1984,United States
Pierre Etaix,Pierre Etaix,,France
Jubal,Delmer Daves,1956,United States
3:10 to Yuma,Delmer Daves,1957,United States
Medium Cool,Haskell Wexler,1969,United States
Life is Sweet,Mike Leigh,1990,United Kingdom
Things to Come,William Cameron Menzies,1936,United Kingdom
Marketa Lazarová,František Vlácil,1967,Czechoslovakia
Safety Last!,Fred Newmeyer…,1923,United States
Shoah,Claude Lanzmann,1985,France
The Life of Oharu,Kenji Mizoguchi,1952,Japan
Babette’s Feast,Gabriel Axel,1987,Denmark
The Devil’s Backbone,Guillermo del Toro,2001,Spain
Seconds,John Frankenheimer,1966,United States
The Big City,Satyajit Ray,1963,India
Charulata,Satyajit Ray,1964,India
To Be or Not to Be,Ernst Lubitsch,1942,United States
La Cage aux Folles,Edouard Molinaro,1978,France
3 Films by Roberto Rossellini Starring Ingrid Bergman,Roberto Rossellini,,Italy
Stromboli,Roberto Rossellini,1950,Italy
Europe ’51,Roberto Rossellini,1952,Italy
Journey to Italy,Roberto Rossellini,1954,Italy
I Married a Witch,René Clair,1942,United States
The Uninvited,Lewis Allen,1944,United States
La notte,Michelangelo Antonioni,1961,Italy
Zatoichi: The Blind Swordsman,,,Japan
City Lights,Charles Chaplin,1931,United States
Frances Ha,Noah Baumbach,2013,United States
Investigation of a Citizen Above Suspicion,Elio Petri,1970,Italy
Nashville,Robert Altman,1975,United States
Martin Scorsese’s World Cinema Project,,,
Touki bouki,Djibril Diop Mambéty,1973,Senegal
Redes,Emilio Gómez Muriel…,1936,Mexico
A River Called Titas,Ritwik Ghatak,1973,Bangladesh
Dry Summer,Metin Erksan,1964,Turkey
Trances,Ahmed El Maânouni,1981,Morocco
The Housemaid,Kim Ki-young,1960,South Korea
Thief,Michael Mann,1981,United States
"It’s a Mad, Mad, Mad, Mad World",Stanley Kramer,1963,United States
La vie de bohème,Aki Kaurismäki,1992,France
The Long Day Closes,Terence Davies,1992,United Kingdom
Blue Is the Warmest Color,Abdellatif Kechiche,2013,France
Foreign Correspondent,Alfred Hitchcock,1940,United States
Tess,Roman Polanski,1979,United Kingdom
King of the Hill,Steven Soderbergh,1993,United States
A Brief History of Time,Errol Morris,1991,United States
Fantastic Mr. Fox,Wes Anderson,2009,United States
Persona,Ingmar Bergman,1966,Sweden
The Great Beauty,Paolo Sorrentino,2013,Italy
The Freshman,Sam Taylor…,1925,United States
Riot in Cell Block 11,Don Siegel,1954,United States
Breaking the Waves,Lars von Trier,1996,Denmark
Master of the House,Carl Th. Dreyer,1925,Denmark
Il sorpasso,Dino Risi,1962,Italy
Like Someone in Love,Abbas Kiarostami,2012,"France, Japan"
Red River,Howard Hawks,1948,United States
Judex,Georges Franju,1963,France
A Hard Day’s Night,Richard Lester,1964,United Kingdom
Scanners,David Cronenberg,1981,Canada
The Essential Jacques Demy,Jacques Demy,,France
Lola,Jacques Demy,1961,France
Bay of Angels,Jacques Demy,1963,France
The Umbrellas of Cherbourg,Jacques Demy,1964,France
The Young Girls of Rochefort,Jacques Demy,1967,France
Donkey Skin,Jacques Demy,1970,France
Une chambre en ville,Jacques Demy,1982,France
The Big Chill,Lawrence Kasdan,1983,United States
Love Streams,John Cassavetes,1984,United States
Tie Me Up! Tie Me Down!,Pedro Almodóvar,1990,Spain
Y tu mamá también,Alfonso Cuarón,2001,Mexico
All That Jazz,Bob Fosse,1979,United States
Eraserhead,David Lynch,1977,United States
Macbeth,Roman Polanski,1971,United Kingdom
The Innocents,Jack Clayton,1961,United States
Sundays and Cybèle,Serge Bourguignon,1962,France
The Complete Jacques Tati,Jacques Tati,,France
Jour de fête,Jacques Tati,1949,France
Parade,Jacques Tati,1974,France
My Darling Clementine,John Ford,1946,United States
La dolce vita,Federico Fellini,1960,Italy
The Shooting,Monte Hellman,1966,United States
Ride in the Whirlwind,Monte Hellman,1966,United States
It Happened One Night,Frank Capra,1934,United States
Les Blank: Always for Pleasure,Les Blank,,United States
Tootsie,Sydney Pollack,1982,United States
Safe,Todd Haynes,1995,United States
The Bitter Tears of Petra von Kant,Rainer Werner Fassbinder,1972,West Germany
My Winnipeg,Guy Maddin,2007,Canada
The Palm Beach Story,Preston Sturges,1942,United States
La Ciénaga,Lucrecia Martel,2001,Argentina
Every Man for Himself,Jean-Luc Godard,1980,France
Don't Look Now,Nicolas Roeg,1973,United Kingdom
A Day in the Country,Jean Renoir,1936,France
Fellini Satyricon,Federico Fellini,1969,Italy
Watership Down,Martin Rosen,1978,United States
The Soft Skin,François Truffaut,1964,France
Ride the Pink Horse,Robert Montgomery,1947,United States
Gates of Heaven,Errol Morris,1978,United States
"Vernon, Florida",Errol Morris,1981,United States
The Thin Blue Line,Errol Morris,1988,United States
Odd Man Out,Carol Reed,1947,United Kingdom
Le silence de la mer,Jean-Pierre Melville,1949,France
Limelight,Charles Chaplin,1952,United States
The Rose,Mark Rydell,1979,United States
The Merchant of Four Seasons,Rainer Werner Fassbinder,1971,Germany
The Confession,Costa-Gavras,1970,France
State of Siege,Costa-Gavras,1972,France
Valerie and Her Week of Wonders,Jaromil Jireš,1970,Czechoslovakia
A Master Builder,Jonathan Demme,2014,United States
The Bridge,Bernhard Wicki,1959,Germany
The Fisher King,Terry Gilliam,1991,United States
The Black Stallion,Carroll Ballard,1979,United States
Here is Your Life,Jan Troell,1966,Sweden
My Beautiful Laundrette,Stephen Frears,1985,United Kingdom
The French Lieutenant's Woman,Karel Reisz,1981,United Kingdom
Day for Night,François Truffaut,1973,France
Dressed to Kill,Brian De Palma,1980,United States
"Two Days, One Night",Luc Dardenne and Jean-Pierre Dardenne,2014,Belgium
Blind Chance,Krzysztof Kieślowski,1981,Poland
Breaker Morant,Bruce Beresford,1980,Australia
Mister Johnson,Bruce Beresford,1990,United States
A Room with a View,James Ivory,1986,United Kingdom
Moonrise Kingdom,Wes Anderson,2012,United States
The Brood,David Cronenberg,1979,Canada
A Special Day,Ettore Scola,1977,Italy
Mulholland Dr.,David Lynch,2001,United States
Code Unknown,Michael Haneke,2000,France
In Cold Blood,Richard Brooks,1967,United States
The Apu Trilogy,Satyajit Ray,,India
Pather Panchali,Satyajit Ray,1955,India
Aparajito,Satyajit Ray,1956,India
Apur Sansar,Satyajit Ray,1959,India
Dont Look Back,D. A. Pennebaker,1967,United States
Jellyfish Eyes,Takashi Murakami,2013,Japan
Speedy,Ted Wilde,1928,United States
Burroughs: The Movie ,Howard Brookner,1983,United States
Lady Snowblood,Toshiya Fujita,1973,Japan
Lady Snowblood: Love Song of Vengeance,Toshiya Fujita,1974,Japan
Bitter Rice,Giuseppe De Santis,1949,Italy
The American Friend,Wim Wenders,1977,Germany
Inside Llewyn Davis,Joel Coen and Ethan Coen,2013,United States
Gilda,Charles Vidor,1946,United States
The Emigrants,Jan Troell,1971,Sweden
The New Land,Jan Troell,1972,Sweden
Death by Hanging,Nagisa Oshima,1968,Japan
The Kid,Charlie Chaplin,1921,United States
The Graduate,Mike Nichols,1967,United States
I Knew Her Well,Antonio Pietrangeli,1965,Italy
Paris Belongs to Us,Jacques Rivette,1961,France
The Manchurian Candidate,John Frankenheimer,1962,United States
A Brighter Summer Day,Edward Yang,1991,Taiwan
A Poem Is a Naked Person,Les Blank,1974,United States
Only Angels Have Wings,Howard Hawks,1939,United States
Barcelona,Whit Stillman,1994,United States
The Kennedy Films of Robert Drew & Associates,Robert Drew,,United States
Phoenix,Christian Petzold,2014,Germany
In a Lonely Place,Nicholas Ray,1950,United States
The Naked Island,Kaneto Shindo,1960,Japan
The Player,Robert Altman,1992,United States
Wim Wenders: The Road Trilogy,Wim Wenders,,Germany
Alice in the Cities,Wim Wenders,1974,Germany
Wrong Move,Wim Wenders,1975,Germany
Kings of the Road,Wim Wenders,1976,Germany
Le amiche,Michelangelo Antonioni,1955,Italy
La chienne,Jean Renoir,1931,France
Here Comes Mr. Jordan,Alexander Hall,1941,United States
Fantastic Planet,René Laloux,1973,France
"Dr. Strangelove, or: How I Learned to Stop Worrying and Love the Bomb",Stanley Kubrick,1964,United States
Clouds of Sils Maria,Olivier Assayas,2014,"
France, Germany, Switzerland"
The In-Laws,Arthur Hiller,1979,United States
"Muriel, or The Time of Return",Alain Resnais,1963,France
A Touch of Zen,King Hu,1971,Taiwan
The New World,Terrence Malick,2005,United States
McCabe & Mrs. Miller,Robert Altman,1971,United States
Ingrid Bergman: In Her Own Words,Stig Björkman,2015,Sweden
A Taste of Honey,Tony Richardson,1961,United Kingdom
Chimes at Midnight,Orson Welles,1966,Spain
The Immortal Story,Orson Welles,1968,France
The Story of the Last Chrysanthemum,Kenji Mizoguchi,1939,Japan
Cat People,Jacques Tourneur,1942,United States
Blood Simple,Joel Coen,1984,United States
Valley of the Dolls,Mark Robson,1967,United States
Beyond the Valley of the Dolls,Russ Meyer,1970,United States
Dekalog,Krzysztof Kieślowski,1988,Poland
Pan's Labyrinth,Guillermo del Toro,2006,Spain
Boyhood,Richard Linklater,2014,United States
The Executioner,Luis García Berlanga,1963,Spain
Lone Wolf and Cub,,,Japan
Akira Kurosawa's Dreams,Akira Kurosawa,1990,Japan
Punch-Drunk Love,Paul Thomas Anderson,2002,United States
One-Eyed Jacks,Marlon Brando,1961,United States
The Squid and the Whale,Noah Baumbach,2005,United States
Heart of a Dog,Laurie Anderson,2015,United States
The Asphalt Jungle,John Huston,1950,United States
Roma,Federico Fellini,1972,Italy
His Girl Friday,Howard Hawks,1940,United States
Something Wild,Jack Garfein,1961,United States
Fox and His Friends,Rainer Werner Fassbinder,1975,Germany
Black Girl,Ousmane Sembène,1966,Senegal
Cameraperson,Kirsten Johnson,2016,United States
The Tree of Wooden Clogs,Ermanno Olmi,1978,Italy
Women on the Verge of a Nervous Breakdown,Pedro Almodóvar,1988,Spain
The Before Trilogy,Richard Linklater,,United States
Before Sunrise,Richard Linklater,1995,United States
Before Sunset,Richard Linklater,2004,United States
Before Midnight,Richard Linklater,2013,United States
Mildred Pierce,Michael Curtiz,1945,United States
